"cod_centro","barrio","titular","rut","coords"
"110258","18E","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.6125027777778,44.6381638888889"
"110259","25B","COOKE AQUACULTURE CHILE S.A.","96926970-8","73.6107055555556,46.3185"
"110260","25A","COOKE AQUACULTURE CHILE S.A.","96926970-8","73.5213083333333,46.2141694444444"
"110261","25B","COOKE AQUACULTURE CHILE S.A.","96926970-8","73.5751361111111,46.2530472222222"
"110263","18A","EMPRESAS AQUACHILE S.A.","86247400-7","73.9083277777778,43.9149055555556"
"110264","18A","EMPRESAS AQUACHILE S.A.","86247400-7","73.9393388888889,43.8585305555556"
"110267","33","SOC. DE INVERSIONES ISLA VICTORIA LTDA","76004634-5","72.7333833333333,44.4431166666667"
"110268","32","SALMONES MULTIEXPORT S.A.","79891160-0","72.7915583333333,44.6801916666667"
"110269","18E","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.6975888888889,44.5343972222222"
"110270","34","EMPRESAS AQUACHILE S.A.","86247400-7","73.1259027777778,44.0168333333333"
"110271","33","EMPRESAS AQUACHILE S.A.","86247400-7","73.0725583333333,44.2651833333333"
"110272","32","SALMONES MULTIEXPORT S.A.","79891160-0","72.7448805555556,44.5981277777778"
"110273","33","EMPRESAS AQUACHILE S.A.","86247400-7","72.9266722222222,44.3417444444444"
"110274","34","SALMONES MULTIEXPORT S.A.","79891160-0","73.1287138888889,43.966275"
"110276","28B","PISCICULTURA PALQUI LTDA","76469180-6","72.9064944444444,45.4628861111111"
"110277","28B","PISCICULTURA PALQUI LTDA","76469180-6","72.8419694444444,45.4164527777778"
"110278","33","SOCIEDAD ACUICOLA Y COMERCIAL LAS CHAUQUES LTDA.","76808230-8","72.898375,44.3277527777778"
"110279","33","SOCIEDAD ACUICOLA Y COMERCIAL LAS CHAUQUES LTDA.","76808230-8","72.9434972222222,44.3046333333333"
"110280","33","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.0771416666667,44.2346194444444"
"110282","33","SALMOCONCESIONES XI REGION S.A.","76666220-K","72.9175166666667,44.3154805555556"
"110283","33","SALMOCONCESIONES XI REGION S.A.","76666220-K","72.9776861111111,44.2821222222222"
"110285","32","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.0546083333333,44.9189722222222"
"110287","33","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.149,44.2508111111111"
"110288","32","SALMOCONCESIONES XI REGION S.A.","76666220-K","72.6909888888889,44.5212138888889"
"110289","30B","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.5092027777778,45.2139861111111"
"110290","32","SALMOCONCESIONES XI REGION S.A.","76666220-K","72.7155638888889,44.5100027777778"
"110291","30A","MOWI CHILE S.A.","96633780-K","73.4601916666667,45.0378833333333"
"110292","30A","MOWI CHILE S.A.","96633780-K","73.4326527777778,44.99875"
"110293","30A","MOWI CHILE S.A.","96633780-K","73.4919305555556,44.9800527777778"
"110294","32","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","72.7840222222222,44.6260277777778"
"110295","25B","COOKE AQUACULTURE CHILE S.A.","96926970-8","73.5311111111111,46.3037305555556"
"110296","25A","COOKE AQUACULTURE CHILE S.A.","96926970-8","73.5612888888889,46.2018555555556"
"110297","30A","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.4434027777778,45.098825"
"110300","30A","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.3310166666667,45.1725166666667"
"110301","33","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.1188333333333,44.2592194444444"
"110302","32","SALMOCONCESIONES XI REGION S.A.","76666220-K","72.6124944444444,44.5148833333333"
"110305","32","INVERSIONES DE DESARROLLO INMOBILIARIO S.A.","88541600-4","72.6875527777778,44.5343583333333"
"110306","33","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.1820666666667,44.24935"
"110311","30A","MOWI CHILE S.A.","96633780-K","73.4945972222222,44.9854777777778"
"110312","30B","MOWI CHILE S.A.","96633780-K","73.6797611111111,45.1654611111111"
"110313","18C","MOWI CHILE S.A.","96633780-K","73.6600333333333,44.2383555555556"
"110314","18C","MOWI CHILE S.A.","96633780-K","73.7467222222222,44.2693638888889"
"110315","18C","MOWI CHILE S.A.","96633780-K","73.7261138888889,44.2465638888889"
"110316","30B","MOWI CHILE S.A.","96633780-K","73.5122583333333,45.0697055555556"
"110317","30B","MOWI CHILE S.A.","96633780-K","73.5007861111111,45.0713472222222"
"110318","30A","MOWI CHILE S.A.","96633780-K","73.47055,45.0384361111111"
"110319","30B","MOWI CHILE S.A.","96633780-K","73.5469333333333,45.0258416666667"
"110320","30B","MOWI CHILE S.A.","96633780-K","73.5088194444444,45.1116694444444"
"110321","18B","MOWI CHILE S.A.","96633780-K","73.6298611111111,44.2586833333333"
"110322","28B","AYSÉN SPA","76917368-4","73.1273527777778,45.36685"
"110325","30A","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.4093666666667,45.0657833333333"
"110326","32","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.1776638888889,44.9498"
"110334","28A","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.4102972222222,45.2791111111111"
"110336","25B","COOKE AQUACULTURE CHILE S.A.","96926970-8","73.5017944444444,46.2836055555556"
"110337","25B","COOKE AQUACULTURE CHILE S.A.","96926970-8","73.5345861111111,46.2868388888889"
"110338","25A","CULTIVOS RIO CLARO LTDA.","78554570-2","73.3915138888889,46.0530638888889"
"110339","25A","CULTIVOS RIO CLARO LTDA.","78554570-2","73.4996944444444,46.1229277777778"
"110340","25A","COOKE AQUACULTURE CHILE S.A.","96926970-8","73.4423166666667,46.0734916666667"
"110341","25A","CULTIVOS RIO CLARO LTDA.","78554570-2","73.5308916666667,46.1659916666667"
"110342","30A","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.252075,44.9570638888889"
"110343","28B","MOWI CHILE S.A.","96633780-K","73.0316722222222,45.3773416666667"
"110344","27","AYSÉN SPA","76917368-4","73.2263138888889,45.6808527777778"
"110345","33","INVERSIONES DE DESARROLLO INMOBILIARIO S.A.","88541600-4","73.2087,44.2705944444444"
"110347","29","AYSÉN SPA","76917368-4","73.78185,45.3634222222222"
"110348","22D","PESQUERA FRIOSUR S.A.","86577500-8","73.8550527777778,45.4359111111111"
"110349","28A","AYSÉN SPA","76917368-4","73.42115,45.3193055555556"
"110350","28B","SALMONES ANTARTICA S.A.","86100500-3","73.0223833333333,45.4217388888889"
"110351","28B","SALMONES ANTARTICA S.A.","86100500-3","73.0532083333333,45.4096222222222"
"110352","33","MOWI CHILE S.A.","96633780-K","72.8128694444444,44.3839027777778"
"110353","23A","MOWI CHILE S.A.","96633780-K","74.0359222222222,45.5242805555556"
"110354","23A","MOWI CHILE S.A.","96633780-K","73.8982194444445,45.53975"
"110355","31B","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.3430833333333,44.5763166666667"
"110356","30A","SALMOCONCESIONES XI REGION S.A.","76666220-K","73.3076472222222,45.1742666666667"
"110362","32","ACUICOLA PUYUHUAPI S.A.","76040417-9","72.5715333333333,44.5026583333333"
"110363","32","ACUICOLA PUYUHUAPI S.A.","76040417-9","72.649525,44.4361166666667"
"110364","22D","MOWI CHILE S.A.","96633780-K","74.1533527777778,45.37365"
"110365","22C","MOWI CHILE S.A.","96633780-K","74.255925,45.3213888888889"
"110366","22C","MOWI CHILE S.A.","96633780-K","74.2828138888889,45.2430944444444"
"110367","22C","MOWI CHILE S.A.","96633780-K","74.2677388888889,45.2818388888889"
"110368","22C","MOWI CHILE S.A.","96633780-K","74.2943583333333,45.2798083333333"
"110369","22D","MOWI CHILE S.A.","96633780-K","74.1212777777778,45.4107944444444"
"110370","22A","MOWI CHILE S.A.","96633780-K","74.165025,45.3069166666667"
"110371","22A","MOWI CHILE S.A.","96633780-K","74.1906694444445,45.3409166666667"
"110372","29","MOWI CHILE S.A.","96633780-K","74.0023527777778,45.3569416666667"
"110374","19B","SALMONES MULTIEXPORT S.A.","79891160-0","73.9809972222222,44.5083083333333"
"110375","20","SALMONES MULTIEXPORT S.A.","79891160-0","74.196075,44.5570083333333"
"110376","20","SALMONES MULTIEXPORT S.A.","79891160-0","74.2964888888889,44.6195916666667"
"110377","18A","EMPRESAS AQUACHILE S.A.","86247400-7","73.7788805555556,43.9576638888889"
"110378","24","AYSÉN SPA","76917368-4","73.9658055555556,46.2235833333333"
"110379","24","AYSÉN SPA","76917368-4","73.9816972222222,46.1972944444444"
"110380","29","SOC. DE INVERSIONES ISLA VICTORIA LTDA","76004634-5","74.0114666666667,45.4053333333333"
"110381","19B","SALMONES MULTIEXPORT S.A.","79891160-0","74.0564694444444,44.4787222222222"
"110382","29","SALMONES MULTIEXPORT S.A.","79891160-0","73.94485,45.3801416666667"
"110383","29","SALMONES MULTIEXPORT S.A.","79891160-0","73.768,45.3048"
"110384","22D","SALMONES MULTIEXPORT S.A.","79891160-0","73.8454444444444,45.45985"
"110385","20","SALMONES MULTIEXPORT S.A.","79891160-0","73.851775,44.5188583333333"
"110386","28B","SALMONES FRIOSUR S.A.","96812740-3","72.8340555555556,45.4083277777778"
"110387","20","SALMONES MULTIEXPORT S.A.","79891160-0","73.7843527777778,44.5525777777778"
"110388","19B","SOC. DE INVERSIONES ISLA VICTORIA LTDA","76004634-5","74.0236055555555,44.5096333333333"
"110389","22D","SALMONES MULTIEXPORT S.A.","79891160-0","73.8938305555556,45.45305"
"110390","19B","SALMONES MULTIEXPORT S.A.","79891160-0","74.0971861111111,44.4897027777778"
"110391","20","SALMONES MULTIEXPORT S.A.","79891160-0","73.8131388888889,44.5142305555556"
"110392","22A","SALMONES MULTIEXPORT S.A.","79891160-0","74.149425,45.2834055555556"
"110393","18D","SALMONES MULTIEXPORT S.A.","79891160-0","73.8890333333333,44.5190694444444"
"110394","20","SALMONES MULTIEXPORT S.A.","79891160-0","73.9726694444444,44.5970083333333"
"110395","20","SALMONES MULTIEXPORT S.A.","79891160-0","74.3575277777778,44.5452944444444"
"110396","20","SOC. DE INVERSIONES ISLA VICTORIA LTDA","76004634-5","74.4185555555556,44.4928361111111"
"110397","18C","SALMONES AUSTRALES S.A.","96775710-1","73.9121861111111,44.2822888888889"
"110398","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.4689472222222,45.7771083333333"
"110399","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.5356694444444,45.67055"
"110400","18B","MOWI CHILE S.A.","96633780-K","73.6254666666667,43.9145472222222"
"110401","29","SOC. DE INVERSIONES ISLA VICTORIA LTDA","76004634-5","73.9909222222222,45.3898888888889"
"110402","35","EMPRESAS AQUACHILE S.A.","86247400-7","73.0097333333333,43.74145"
"110405","18A","EMPRESAS AQUACHILE S.A.","86247400-7","73.9110777777778,43.9232638888889"
"110406","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.6382388888889,44.8810416666667"
"110407","35","EMPRESAS AQUACHILE S.A.","86247400-7","72.9985,43.7449638888889"
"110408","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.5591694444444,44.7188305555556"
"110410","23A","SALMONES BLUMAR S.A.","76653690-5","74.0515305555556,45.5594444444444"
"110411","33","EMPRESAS AQUACHILE S.A.","86247400-7","73.2185972222222,44.2384361111111"
"110412","35","EMPRESAS AQUACHILE S.A.","86247400-7","73.038725,43.7388777777778"
"110413","22D","CERMAQ CHILE S.A.","79784980-4","74.0842944444444,45.4179166666667"
"110414","33","EMPRESAS AQUACHILE S.A.","86247400-7","73.0331333333333,44.2732333333333"
"110416","22D","CERMAQ CHILE S.A.","79784980-4","74.070525,45.4332916666667"
"110417","22D","CERMAQ CHILE S.A.","79784980-4","74.035775,45.4113055555556"
"110418","22D","CERMAQ CHILE S.A.","79784980-4","74.0451944444444,45.4294305555556"
"110421","33","EMPRESAS AQUACHILE S.A.","86247400-7","73.1992416666667,44.2406583333333"
"110422","33","EMPRESAS AQUACHILE S.A.","86247400-7","73.0966055555556,44.2719583333333"
"110423","33","EMPRESAS AQUACHILE S.A.","86247400-7","73.2242805555556,44.2795555555556"
"110424","25A","COOKE AQUACULTURE CHILE S.A.","96926970-8","73.5176527777778,46.1403805555556"
"110425","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.4706166666667,45.7065861111111"
"110426","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.5063138888889,45.6095388888889"
"110427","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.4581444444444,45.6949027777778"
"110428","22A","SOC. DE INVERSIONES ISLA VICTORIA LTDA","76004634-5","74.1263416666667,45.3383666666667"
"110429","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.6861583333333,45.8142166666667"
"110430","22A","SOC. DE INVERSIONES ISLA VICTORIA LTDA","76004634-5","74.1801027777778,45.325"
"110431","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.4287166666667,45.7816555555556"
"110432","22D","SOC. DE INVERSIONES ISLA VICTORIA LTDA","76004634-5","74.46635,45.5737166666667"
"110433","21C","AGUAS CLARAS S.A.","96509550-0","73.96255,45.0207416666667"
"110434","22B","EMPRESAS AQUACHILE S.A.","86247400-7","74.0621527777778,45.1400333333333"
"110435","21C","AGUAS CLARAS S.A.","96509550-0","73.9954527777778,44.99095"
"110436","22B","SALMONES BLUMAR S.A.","76653690-5","74.1474472222222,45.0827277777778"
"110437","22B","EMPRESAS AQUACHILE S.A.","86247400-7","74.0652888888889,45.1663472222222"
"110438","21C","CAMERON S.A.","96569600-8","74.0941472222222,45.0279611111111"
"110439","21C","AGUAS CLARAS S.A.","96509550-0","73.9365361111111,44.975825"
"110440","22B","SALMONES BLUMAR S.A.","76653690-5","74.143825,45.1170555555556"
"110441","22B","SALMONES BLUMAR S.A.","76653690-5","74.0160166666667,45.2093916666667"
"110442","22B","SALMONES BLUMAR S.A.","76653690-5","74.1427027777778,45.1557611111111"
"110443","21C","AGUAS CLARAS S.A.","96509550-0","74.0179138888889,44.9868333333333"
"110444","21C","SALMONES BLUMAR S.A.","76653690-5","74.0388638888889,45.0303138888889"
"110445","22A","AGUAS CLARAS S.A.","96509550-0","74.2580388888889,45.1458444444444"
"110446","22A","AGUAS CLARAS S.A.","96509550-0","74.2556472222222,45.1308416666667"
"110447","18C","AGUAS CLARAS S.A.","96509550-0","73.8881916666667,44.1690861111111"
"110448","22D","SALMONES MULTIEXPORT S.A.","79891160-0","74.4552944444444,45.5369"
"110449","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.762825,44.8663722222222"
"110450","32","SALMOCONCESIONES XI REGION S.A.","76666220-K","72.5936916666667,44.5056861111111"
"110451","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.5096527777778,45.5890194444444"
"110452","28A","CERMAQ CHILE S.A.","79784980-4","73.541,45.3567527777778"
"110453","28B","SALMONES ANTARTICA S.A.","86100500-3","73.1969722222222,45.2904888888889"
"110454","19A","SALMONES MULTIEXPORT S.A.","79891160-0","74.1872694444445,44.347075"
"110455","19B","SALMONES MULTIEXPORT S.A.","79891160-0","74.3816777777778,44.3934694444444"
"110456","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.7197888888889,44.1863305555555"
"110457","18D","SALMONES CAMANCHACA S.A.","76065596-1","73.6982944444444,44.48435"
"110458","19B","SALMONES MULTIEXPORT S.A.","79891160-0","74.0004333333333,44.4953777777778"
"110459","22D","SOC. DE INVERSIONES ISLA VICTORIA LTDA","76004634-5","74.4599027777778,45.5863138888889"
"110460","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.9577861111111,44.7603555555556"
"110461","22A","SALMONES MULTIEXPORT S.A.","79891160-0","74.1254666666667,45.3089861111111"
"110462","18C","SALMONES CAMANCHACA S.A.","76065596-1","73.7803361111111,44.3638694444444"
"110463","18B","SALMONES CAMANCHACA S.A.","76065596-1","73.6419777777778,44.3974444444444"
"110464","18C","SALMONES CAMANCHACA S.A.","76065596-1","73.6519166666667,44.365725"
"110465","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.9031944444445,44.7137083333333"
"110466","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8071361111111,44.1626805555556"
"110467","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.9410583333333,44.7361916666667"
"110468","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.8585166666667,44.7124944444444"
"110469","18C","FIORDO BLANCO S.A.","96540710-3","73.679675,44.3214027777778"
"110474","23B","MOWI CHILE S.A.","96633780-K","74.2209583333333,45.694775"
"110475","23B","MOWI CHILE S.A.","96633780-K","74.4020916666667,45.6977555555556"
"110477","23B","MOWI CHILE S.A.","96633780-K","74.269375,45.6950305555556"
"110486","18B","MOWI CHILE S.A.","96633780-K","73.6652888888889,43.8874"
"110487","30A","MOWI CHILE S.A.","96633780-K","73.4838666666667,45.0026083333333"
"110488","30A","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.2776083333333,45.0746888888889"
"110489","18A","EMPRESAS AQUACHILE S.A.","86247400-7","73.7819888888889,43.9417972222222"
"110490","18A","EMPRESAS AQUACHILE S.A.","86247400-7","73.9214388888889,43.8881972222222"
"110491","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.8601166666667,44.6699083333333"
"110492","18B","SALMONES CAMANCHACA S.A.","76065596-1","73.641225,44.3464972222222"
"110493","18D","SALMONES CAMANCHACA S.A.","76065596-1","73.6760388888889,44.4411361111111"
"110494","18B","SALMONES CAMANCHACA S.A.","76065596-1","73.5879,44.432625"
"110495","18C","SALMONES TECMAR S.A.","79809870-5","73.8064027777778,44.1391416666667"
"110496","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.8726444444444,44.6267111111111"
"110497","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.61605,44.7227388888889"
"110498","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.8238222222222,44.6656083333333"
"110500","18D","SALMONES CAMANCHACA S.A.","76065596-1","73.6415555555556,44.4756527777778"
"110501","22D","MOWI CHILE S.A.","96633780-K","73.9995888888889,45.4242277777778"
"110502","18C","AGUAS CLARAS S.A.","96509550-0","73.8525444444444,44.2298138888889"
"110503","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.7850111111111,44.8293916666667"
"110504","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.7414638888889,44.7697777777778"
"110505","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.8159111111111,44.7849055555556"
"110507","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.626975,44.1789027777778"
"110509","28B","SALMONES ANTARTICA S.A.","86100500-3","73.2777277777778,45.3160555555556"
"110510","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8290972222222,44.2545666666667"
"110511","19B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.9922555555556,44.447925"
"110512","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.5459944444444,45.6628416666667"
"110513","19A","SALMONES MULTIEXPORT S.A.","79891160-0","74.2404805555555,44.2385"
"110514","18C","SALMONES HUMBOLDT SPA","76175118-2","73.727125,44.2190166666667"
"110515","30A","MOWI CHILE S.A.","96633780-K","73.4492527777778,44.9832444444444"
"110516","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.9325722222222,44.2431222222222"
"110517","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.7084361111111,44.3294972222222"
"110518","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.6412694444444,44.5339833333333"
"110519","32","SALMONES MULTIEXPORT S.A.","79891160-0","72.6805194444444,44.5906555555556"
"110520","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8886,44.3656444444444"
"110521","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.5672805555556,45.7677166666667"
"110522","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.6098444444444,44.50555"
"110523","18C","AGUAS CLARAS S.A.","96509550-0","73.8489222222222,44.1489722222222"
"110524","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.9369555555556,44.3275277777778"
"110525","18C","SALMONES TECMAR S.A.","79809870-5","73.7499222222222,44.0372944444444"
"110526","18C","SALMONES TECMAR S.A.","79809870-5","73.8503416666667,44.1174555555556"
"110527","18C","MOWI CHILE S.A.","96633780-K","73.7617111111111,44.1036694444444"
"110528","18C","MOWI CHILE S.A.","96633780-K","73.7357,44.1174861111111"
"110529","18C","MOWI CHILE S.A.","96633780-K","73.7708722222222,44.0790916666667"
"110530","22D","SALMONES MULTIEXPORT S.A.","79891160-0","74.1508083333333,45.4298861111111"
"110533","18B","MOWI CHILE S.A.","96633780-K","73.6835277777778,43.8972611111111"
"110534","18C","MOWI CHILE S.A.","96633780-K","73.8324916666667,44.1337888888889"
"110535","18C","MOWI CHILE S.A.","96633780-K","73.7497944444444,44.0018805555556"
"110536","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.855975,44.7420638888889"
"110537","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.7305916666667,44.7993916666667"
"110538","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.8887138888889,44.7759777777778"
"110539","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.7239194444444,44.8165861111111"
"110540","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.6879194444444,44.8395111111111"
"110541","23B","MOWI CHILE S.A.","96633780-K","74.4047472222222,45.8034527777778"
"110542","22C","MOWI CHILE S.A.","96633780-K","74.2539416666667,45.3564027777778"
"110543","22D","MOWI CHILE S.A.","96633780-K","73.9293888888889,45.4332666666667"
"110544","22D","MOWI CHILE S.A.","96633780-K","74.2728777777778,45.5023583333333"
"110545","22C","MOWI CHILE S.A.","96633780-K","74.2634027777778,45.2241916666667"
"110546","23A","MOWI CHILE S.A.","96633780-K","74.09275,45.5611916666667"
"110549","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8635694444444,44.3447666666667"
"110550","19A","SALMONES MULTIEXPORT S.A.","79891160-0","74.2436694444444,44.2023944444444"
"110551","29","SALMONES MULTIEXPORT S.A.","79891160-0","73.8759916666667,45.3802361111111"
"110552","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.5590861111111,45.7697583333333"
"110553","23C","SALMONES MULTIEXPORT S.A.","79891160-0","74.5554138888889,45.7305666666667"
"110554","22A","SALMONES MULTIEXPORT S.A.","79891160-0","74.1650611111111,45.2918916666667"
"110555","28B","AYSÉN SPA","76917368-4","73.14825,45.3348666666667"
"110556","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.8815333333333,44.2496333333333"
"110557","28A","SALMONES BLUMAR S.A.","76653690-5","73.3566833333333,45.3213694444444"
"110558","28A","SALMONES BLUMAR S.A.","76653690-5","73.3868666666667,45.3349638888889"
"110559","28B","AYSÉN SPA","76917368-4","72.8477055555555,45.4270583333333"
"110560","19A","SALMONES MULTIEXPORT S.A.","79891160-0","74.2734111111111,44.3178611111111"
"110561","18C","FIORDO BLANCO S.A.","96540710-3","73.7333055555556,44.3506805555556"
"110562","18D","SALMONES CAMANCHACA S.A.","76065596-1","73.6528583333333,44.464575"
"110564","18C","MOWI CHILE S.A.","96633780-K","73.6796916666667,44.1459833333333"
"110565","18A","MOWI CHILE S.A.","96633780-K","73.8393472222222,43.9928527777778"
"110566","18C","SALMONES TECMAR S.A.","79809870-5","73.7325055555556,44.0640944444444"
"110567","18C","SALMONES TECMAR S.A.","79809870-5","73.8692138888889,44.0239222222222"
"110568","18C","SALMONES TECMAR S.A.","79809870-5","73.7624194444444,44.0163777777778"
"110569","18C","SALMONES TECMAR S.A.","79809870-5","73.9187333333333,44.0616138888889"
"110570","18C","MOWI CHILE S.A.","96633780-K","73.6461861111111,44.1697944444444"
"110571","18B","MOWI CHILE S.A.","96633780-K","73.4856444444444,44.1733833333333"
"110572","18B","MOWI CHILE S.A.","96633780-K","73.5997277777778,43.9086527777778"
"110573","18B","MOWI CHILE S.A.","96633780-K","73.4617194444444,44.1483444444444"
"110574","18B","MOWI CHILE S.A.","96633780-K","73.5168722222222,44.1726944444444"
"110575","18B","MOWI CHILE S.A.","96633780-K","73.5400388888889,44.1502944444444"
"110576","18C","MOWI CHILE S.A.","96633780-K","73.6223555555555,44.2076694444444"
"110578","30A","SALMONES BLUMAR S.A.","76653690-5","73.3474416666667,45.1587944444444"
"110579","28B","SALMONES ANTARTICA S.A.","86100500-3","72.8983277777778,45.4216638888889"
"110580","18A","EMPRESAS AQUACHILE S.A.","86247400-7","73.7854305555555,43.9549888888889"
"110582","33","CERMAQ CHILE S.A.","79784980-4","72.8124861111111,44.4470472222222"
"110583","23B","MOWI CHILE S.A.","96633780-K","74.1036611111111,45.7685861111111"
"110584","30B","SALMONES MAULLIN LTDA.","79728530-7","73.5253944444444,45.1435361111111"
"110586","22D","CERMAQ CHILE S.A.","79784980-4","73.8073944444444,45.4558194444444"
"110587","18C","MOWI CHILE S.A.","96633780-K","73.8392972222222,44.0479944444444"
"110588","18C","SALMONES TECMAR S.A.","79809870-5","73.9441111111111,44.0401027777778"
"110589","18C","MOWI CHILE S.A.","96633780-K","73.8142638888889,44.1109944444444"
"110590","28A","CERMAQ CHILE S.A.","79784980-4","73.4684111111111,45.3524611111111"
"110591","28B","AYSÉN SPA","76917368-4","73.1081888888889,45.3846388888889"
"110592","19A","SALMONES MULTIEXPORT S.A.","79891160-0","74.2868027777778,44.2114027777778"
"110593","18D","CULTIVOS YADRAN S.A.","96550920-8","73.7379444444445,44.4800027777778"
"110594","18C","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.6686972222222,44.1555361111111"
"110595","31B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.3004222222222,44.5600222222222"
"110596","21B","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.84105,44.6306583333333"
"110597","18B","CULTIVOS YADRAN S.A.","96550920-8","73.4909861111111,44.2993666666667"
"110598","20","FIORDO AZUL S.A.","76989215-k","74.1329555555556,44.5592305555556"
"110599","20","FIORDO AZUL S.A.","76989215-k","74.227525,44.5921388888889"
"110600","20","SALMONES CAMANCHACA S.A.","76065596-1","74.0522583333333,44.5983222222222"
"110601","20","FIORDO AZUL S.A.","76989215-k","74.05675,44.5532694444444"
"110602","19B","MOWI CHILE S.A.","96633780-K","74.0651222222222,44.4425388888889"
"110603","19B","MOWI CHILE S.A.","96633780-K","74.1514166666667,44.4529916666667"
"110604","20","MOWI CHILE S.A.","96633780-K","74.3805944444444,44.4978583333333"
"110605","20","FIORDO AZUL S.A.","76989215-k","74.1119666666667,44.5898861111111"
"110606","18C","MOWI CHILE S.A.","96633780-K","73.7575611111111,44.2276638888889"
"110607","18A","MOWI CHILE S.A.","96633780-K","73.875575,43.9921166666667"
"110608","18C","SALMONES TECMAR S.A.","79809870-5","73.6986666666667,44.1356583333333"
"110609","21B","EMPRESAS AQUACHILE S.A.","86247400-7","73.7216444444445,44.8938388888889"
"110610","18A","EMPRESAS AQUACHILE S.A.","86247400-7","73.9133777777778,43.934375"
"110613","19B","SOC. DE INVERSIONES ISLA VICTORIA LTDA","76004634-5","74.2072472222222,44.4824111111111"
"110615","19A","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","74.2262194444445,44.2202972222222"
"110617","32","ACUICOLA PUYUHUAPI S.A.","76040417-9","72.6374638888889,44.4441277777778"
"110618","18B","SALMONES HUMBOLDT SPA","76175118-2","73.6326027777778,44.2977222222222"
"110619","28A","AGUAS CLARAS S.A.","96509550-0","73.4837416666667,45.2740416666667"
"110620","18D","EXPORTADORA LOS FIORDOS LTDA.","79872420-7","73.7537694444444,44.4040138888889"
"110623","18B","SALMONES CAMANCHACA S.A.","76065596-1","73.7090416666667,44.3872305555556"
